"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17296","checkSearchProject","QASE UI Suite1","Sun Jul 20 14:03:32 GMT 2025","failed","Sun Jul 20 14:03:50 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","checkSearchProject"
"","1827","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 14:04:51 GMT 2025","passed","Sun Jul 20 14:04:53 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","2081","checkSignUpWithInvalideEmail","QASE UI Suite1","Sun Jul 20 14:02:45 GMT 2025","passed","Sun Jul 20 14:02:47 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideEmail"
"","1844","checkTransitionToResetPassword","QASE UI Suite1","Sun Jul 20 14:04:59 GMT 2025","passed","Sun Jul 20 14:05:01 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","1845","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 14:04:42 GMT 2025","passed","Sun Jul 20 14:04:44 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1727","goToLoginPage","QASE UI Suite1","Sun Jul 20 14:03:13 GMT 2025","passed","Sun Jul 20 14:03:15 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","goToLoginPage"
"","2229","resetPasswordWithInvalideEmail","QASE UI Suite1","Sun Jul 20 14:03:09 GMT 2025","passed","Sun Jul 20 14:03:11 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"","1957","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 14:04:46 GMT 2025","passed","Sun Jul 20 14:04:48 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1898","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 14:04:53 GMT 2025","passed","Sun Jul 20 14:04:55 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","17280","createProject","QASE UI Suite1","Sun Jul 20 14:03:15 GMT 2025","failed","Sun Jul 20 14:03:32 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","createProject"
