"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1234","goToLoginPage","QASE UI Suite1","Fri Mar 06 19:42:05 UTC 2026","passed","Fri Mar 06 19:42:06 UTC 2026","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","goToLoginPage"
"","1077","resetPasswordWithEmptyEmail","QASE UI Suite1","Fri Mar 06 19:42:03 UTC 2026","passed","Fri Mar 06 19:42:05 UTC 2026","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"Проверка успешного создания аккаунта через Email","3142","checkSignUpWithInvalidEmail","QASE UI Suite1","Fri Mar 06 19:41:52 UTC 2026","passed","Fri Mar 06 19:41:56 UTC 2026","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidEmail"
"","1520","resetPasswordWithInvalideEmail","QASE UI Suite1","Fri Mar 06 19:42:02 UTC 2026","passed","Fri Mar 06 19:42:03 UTC 2026","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"","1973","resetPasswordWithValideEmail","QASE UI Suite1","Fri Mar 06 19:42:00 UTC 2026","passed","Fri Mar 06 19:42:02 UTC 2026","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"Проверка успешного создания аккаунта через Email","1935","checkSignUpWithInvalidPassword","QASE UI Suite1","Fri Mar 06 19:41:56 UTC 2026","passed","Fri Mar 06 19:41:58 UTC 2026","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidPassword"
"Проверка успешного создания аккаунта через Email","1881","checkSignUpWithInvalidConfirmPassword","QASE UI Suite1","Fri Mar 06 19:41:58 UTC 2026","passed","Fri Mar 06 19:42:00 UTC 2026","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidConfirmPassword"
