"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12283","createTestCase","QASE UI Suite","Fri Jul 18 17:00:36 GMT 2025","failed","Fri Jul 18 17:00:48 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","createTestCase"
"","1749","resetPasswordWithEmptyEmail","QASE UI Suite","Fri Jul 18 17:00:14 GMT 2025","passed","Fri Jul 18 17:00:15 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"","12300","deleteProject","QASE UI Suite","Fri Jul 18 16:59:47 GMT 2025","failed","Fri Jul 18 16:59:59 GMT 2025","tests.ui.ProjectTest","All UI tests","tests.ui.ProjectTest","deleteProject"
"","12328","deleteProject","QASE UI Suite","Fri Jul 18 16:59:22 GMT 2025","failed","Fri Jul 18 16:59:34 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","deleteProject"
"","1899","checkSignUpWithInvalideEmail","QASE UI Suite","Fri Jul 18 17:00:17 GMT 2025","passed","Fri Jul 18 17:00:19 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideEmail"
"","12335","cancelCreateTestCase","QASE UI Suite","Fri Jul 18 17:00:48 GMT 2025","failed","Fri Jul 18 17:01:01 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"","12316","checkSearchProject","QASE UI Suite","Fri Jul 18 16:59:09 GMT 2025","failed","Fri Jul 18 16:59:22 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","checkSearchProject"
"","1798","checkTransitionToResetPassword","QASE UI Suite","Fri Jul 18 16:58:53 GMT 2025","passed","Fri Jul 18 16:58:55 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","1848","checkInvalideLoginWithPassword","QASE UI Suite","Fri Jul 18 16:58:50 GMT 2025","passed","Fri Jul 18 16:58:51 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithPassword"
"","1865","checkInvalideLoginWithEmail","QASE UI Suite","Fri Jul 18 16:58:48 GMT 2025","passed","Fri Jul 18 16:58:49 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","12298","resetPasswordWithValideEmail","QASE UI Suite","Fri Jul 18 16:59:59 GMT 2025","failed","Fri Jul 18 17:00:11 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"","12304","createProject","QASE UI Suite","Fri Jul 18 16:58:57 GMT 2025","failed","Fri Jul 18 16:59:09 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","createProject"
"","1941","checkSignUpWithInvalidePassword","QASE UI Suite","Fri Jul 18 17:00:19 GMT 2025","passed","Fri Jul 18 17:00:21 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidePassword"
"","1721","goToLoginPage","QASE UI Suite","Fri Jul 18 17:00:16 GMT 2025","passed","Fri Jul 18 17:00:17 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","goToLoginPage"
"","12376","createProject","QASE UI Suite","Fri Jul 18 16:59:34 GMT 2025","failed","Fri Jul 18 16:59:47 GMT 2025","tests.ui.ProjectTest","All UI tests","tests.ui.ProjectTest","createProject"
"","12339","checkValideLoginWithRemember","QASE UI Suite","Fri Jul 18 16:58:35 GMT 2025","failed","Fri Jul 18 16:58:47 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","1816","checkEmptyLogin","QASE UI Suite","Fri Jul 18 16:58:51 GMT 2025","passed","Fri Jul 18 16:58:53 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","2190","resetPasswordWithInvalideEmail","QASE UI Suite","Fri Jul 18 17:00:11 GMT 2025","passed","Fri Jul 18 17:00:14 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"","12349","checkOpenFormCreateCase","QASE UI Suite","Fri Jul 18 17:00:23 GMT 2025","failed","Fri Jul 18 17:00:36 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","checkOpenFormCreateCase"
"","1749","checkTransitionToCreateAccount","QASE UI Suite","Fri Jul 18 16:58:55 GMT 2025","passed","Fri Jul 18 16:58:57 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","1994","checkSignUpWithInvalideConfirmPassword","QASE UI Suite","Fri Jul 18 17:00:21 GMT 2025","passed","Fri Jul 18 17:00:23 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideConfirmPassword"
"","5436","checkValideLogin","QASE UI Suite","Fri Jul 18 16:58:29 GMT 2025","passed","Fri Jul 18 16:58:35 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
