"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1491","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:50:32 GMT 2025","passed","Sun Jul 20 20:50:33 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","16732","checkValideLogin","QASE UI Suite1","Sun Jul 20 20:49:51 GMT 2025","failed","Sun Jul 20 20:50:08 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","16760","createProject","QASE UI Suite1","Sun Jul 20 20:49:01 GMT 2025","failed","Sun Jul 20 20:49:17 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","createProject"
"","16957","checkValideLoginWithRemember","QASE UI Suite1","Sun Jul 20 20:50:08 GMT 2025","failed","Sun Jul 20 20:50:25 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","1484","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 20:50:25 GMT 2025","passed","Sun Jul 20 20:50:27 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1466","checkTransitionToResetPassword","QASE UI Suite1","Sun Jul 20 20:50:40 GMT 2025","passed","Sun Jul 20 20:50:41 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","1549","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 20:50:28 GMT 2025","passed","Sun Jul 20 20:50:30 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1725","resetPasswordWithInvalideEmail","QASE UI Suite1","Sun Jul 20 20:48:56 GMT 2025","passed","Sun Jul 20 20:48:58 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"Проверка успешного создания аккаунта через Email","1607","checkSignUpWithInvalideConfirmPassword","QASE UI Suite1","Sun Jul 20 20:48:52 GMT 2025","passed","Sun Jul 20 20:48:54 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideConfirmPassword"
"","1629","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 20:50:30 GMT 2025","passed","Sun Jul 20 20:50:32 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1655","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:50:35 GMT 2025","passed","Sun Jul 20 20:50:37 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1544","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:50:33 GMT 2025","passed","Sun Jul 20 20:50:35 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","16731","deleteProject","QASE UI Suite1","Sun Jul 20 20:49:35 GMT 2025","failed","Sun Jul 20 20:49:51 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","deleteProject"
"Проверка успешного открытия тест-кейса","16945","cancelCreateTestCase","QASE UI Suite1","Sun Jul 20 20:48:32 GMT 2025","failed","Sun Jul 20 20:48:49 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"Проверка успешного создания аккаунта через Email","1641","checkSignUpWithInvalideEmail","QASE UI Suite1","Sun Jul 20 20:48:49 GMT 2025","passed","Sun Jul 20 20:48:50 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideEmail"
"","1475","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:50:37 GMT 2025","passed","Sun Jul 20 20:50:38 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
