"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1819","checkEmptyLogin","QASE UI Suite","Fri Jul 18 17:11:43 GMT 2025","passed","Fri Jul 18 17:11:45 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1981","checkTransitionToResetPassword","QASE UI Suite","Fri Jul 18 17:11:45 GMT 2025","passed","Fri Jul 18 17:11:47 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","1827","checkInvalideLoginWithPassword","QASE UI Suite","Fri Jul 18 17:11:41 GMT 2025","passed","Fri Jul 18 17:11:43 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithPassword"
"","17192","createTestCase","QASE UI Suite","Fri Jul 18 17:12:06 GMT 2025","failed","Fri Jul 18 17:12:23 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","createTestCase"
"","17338","checkValideLoginWithRemember","QASE UI Suite","Fri Jul 18 17:11:22 GMT 2025","failed","Fri Jul 18 17:11:39 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","1873","checkTransitionToCreateAccount","QASE UI Suite","Fri Jul 18 17:11:47 GMT 2025","passed","Fri Jul 18 17:11:49 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","24970","checkValideLogin","QASE UI Suite","Fri Jul 18 17:10:57 GMT 2025","failed","Fri Jul 18 17:11:22 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","17196","checkOpenFormCreateCase","QASE UI Suite","Fri Jul 18 17:11:49 GMT 2025","failed","Fri Jul 18 17:12:06 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","checkOpenFormCreateCase"
"","17144","cancelCreateTestCase","QASE UI Suite","Fri Jul 18 17:12:24 GMT 2025","failed","Fri Jul 18 17:12:41 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"","1728","checkInvalideLoginWithEmail","QASE UI Suite","Fri Jul 18 17:11:39 GMT 2025","passed","Fri Jul 18 17:11:41 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
