"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1926","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 13:58:45 GMT 2025","passed","Sun Jul 20 13:58:47 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"Проверка успешного открытия тест-кейса","17282","cancelCreateTestCase","QASE UI Suite1","Sun Jul 20 13:56:45 GMT 2025","failed","Sun Jul 20 13:57:02 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"","1978","checkSignUpWithInvalidePassword","QASE UI Suite1","Sun Jul 20 13:57:05 GMT 2025","passed","Sun Jul 20 13:57:07 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidePassword"
"","1854","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 13:58:50 GMT 2025","passed","Sun Jul 20 13:58:52 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","17384","checkSearchProject","QASE UI Suite1","Sun Jul 20 13:57:35 GMT 2025","failed","Sun Jul 20 13:57:52 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","checkSearchProject"
"","1586","resetPasswordWithEmptyEmail","QASE UI Suite1","Sun Jul 20 13:57:14 GMT 2025","passed","Sun Jul 20 13:57:16 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"","2065","checkSignUpWithInvalideEmail","QASE UI Suite1","Sun Jul 20 13:57:03 GMT 2025","passed","Sun Jul 20 13:57:05 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideEmail"
"","2824","resetPasswordWithValideEmail","QASE UI Suite1","Sun Jul 20 13:57:09 GMT 2025","passed","Sun Jul 20 13:57:12 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"","1772","checkTransitionToResetPassword","QASE UI Suite1","Sun Jul 20 13:59:02 GMT 2025","passed","Sun Jul 20 13:59:04 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","1693","goToLoginPage","QASE UI Suite1","Sun Jul 20 13:57:16 GMT 2025","passed","Sun Jul 20 13:57:17 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","goToLoginPage"
"","17365","checkValideLoginWithRemember","QASE UI Suite1","Sun Jul 20 13:58:27 GMT 2025","failed","Sun Jul 20 13:58:45 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","17265","deleteProject","QASE UI Suite1","Sun Jul 20 13:57:52 GMT 2025","failed","Sun Jul 20 13:58:10 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","deleteProject"
"","1838","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 13:58:47 GMT 2025","passed","Sun Jul 20 13:58:48 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1929","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 13:58:54 GMT 2025","passed","Sun Jul 20 13:58:56 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","17321","createProject","QASE UI Suite1","Sun Jul 20 13:57:18 GMT 2025","failed","Sun Jul 20 13:57:35 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","createProject"
