"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11941","cancelCreateTestCase","QASE UI Suite","Fri Jul 18 17:06:45 GMT 2025","failed","Fri Jul 18 17:06:57 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"","1428","checkInvalideLoginWithEmail","QASE UI Suite","Fri Jul 18 17:06:13 GMT 2025","passed","Fri Jul 18 17:06:14 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","11907","checkValideLoginWithRemember","QASE UI Suite","Fri Jul 18 17:06:01 GMT 2025","failed","Fri Jul 18 17:06:13 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","1474","checkTransitionToCreateAccount","QASE UI Suite","Fri Jul 18 17:06:19 GMT 2025","passed","Fri Jul 18 17:06:20 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","1364","checkEmptyLogin","QASE UI Suite","Fri Jul 18 17:06:16 GMT 2025","passed","Fri Jul 18 17:06:17 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","13007","checkValideLogin","QASE UI Suite","Fri Jul 18 17:05:48 GMT 2025","failed","Fri Jul 18 17:06:01 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","1480","checkTransitionToResetPassword","QASE UI Suite","Fri Jul 18 17:06:17 GMT 2025","passed","Fri Jul 18 17:06:19 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","11954","checkOpenFormCreateCase","QASE UI Suite","Fri Jul 18 17:06:21 GMT 2025","failed","Fri Jul 18 17:06:33 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","checkOpenFormCreateCase"
"","1469","checkInvalideLoginWithPassword","QASE UI Suite","Fri Jul 18 17:06:14 GMT 2025","passed","Fri Jul 18 17:06:16 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithPassword"
"","12038","createTestCase","QASE UI Suite","Fri Jul 18 17:06:33 GMT 2025","failed","Fri Jul 18 17:06:45 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","createTestCase"
