"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1282","checkEmptyLogin","QASE UI Suite","Fri Jul 18 17:16:56 GMT 2025","passed","Fri Jul 18 17:16:57 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1437","checkTransitionToResetPassword","QASE UI Suite","Fri Jul 18 17:16:57 GMT 2025","passed","Fri Jul 18 17:16:59 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","16737","checkOpenFormCreateCase","QASE UI Suite","Fri Jul 18 17:17:00 GMT 2025","failed","Fri Jul 18 17:17:17 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","checkOpenFormCreateCase"
"","22728","checkValideLogin","QASE UI Suite","Fri Jul 18 17:16:13 GMT 2025","failed","Fri Jul 18 17:16:36 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","1374","checkInvalideLoginWithPassword","QASE UI Suite","Fri Jul 18 17:16:55 GMT 2025","passed","Fri Jul 18 17:16:56 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithPassword"
"","1305","checkTransitionToCreateAccount","QASE UI Suite","Fri Jul 18 17:16:59 GMT 2025","passed","Fri Jul 18 17:17:00 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","16791","createTestCase","QASE UI Suite","Fri Jul 18 17:17:17 GMT 2025","failed","Fri Jul 18 17:17:34 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","createTestCase"
"","1431","checkInvalideLoginWithEmail","QASE UI Suite","Fri Jul 18 17:16:53 GMT 2025","passed","Fri Jul 18 17:16:54 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","16908","cancelCreateTestCase","QASE UI Suite","Fri Jul 18 17:17:34 GMT 2025","failed","Fri Jul 18 17:17:51 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"","16827","checkValideLoginWithRemember","QASE UI Suite","Fri Jul 18 17:16:36 GMT 2025","failed","Fri Jul 18 17:16:53 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
