"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1787","checkSignUpWithInvalideEmail","QASE UI Suite","Fri Jul 18 10:36:08 GMT 2025","passed","Fri Jul 18 10:36:10 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideEmail"
"","12002","deleteProject","QASE UI Suite","Fri Jul 18 10:35:27 GMT 2025","failed","Fri Jul 18 10:35:39 GMT 2025","tests.ui.ProjectTest","All UI tests","tests.ui.ProjectTest","deleteProject"
"","1642","checkInvalideLoginWithPassword","QASE UI Suite","Fri Jul 18 10:34:31 GMT 2025","passed","Fri Jul 18 10:34:33 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithPassword"
"","12130","checkValideLoginWithRemember","QASE UI Suite","Fri Jul 18 10:34:17 GMT 2025","failed","Fri Jul 18 10:34:29 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","1408","goToLoginPage","QASE UI Suite","Fri Jul 18 10:35:54 GMT 2025","passed","Fri Jul 18 10:35:56 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","goToLoginPage"
"","17416","checkValideLogin","QASE UI Suite","Fri Jul 18 10:34:00 GMT 2025","failed","Fri Jul 18 10:34:17 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","12179","createProject","QASE UI Suite","Fri Jul 18 10:35:14 GMT 2025","failed","Fri Jul 18 10:35:27 GMT 2025","tests.ui.ProjectTest","All UI tests","tests.ui.ProjectTest","createProject"
"","1767","checkSignUpWithInvalidePassword","QASE UI Suite","Fri Jul 18 10:36:10 GMT 2025","passed","Fri Jul 18 10:36:12 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidePassword"
"","12076","createProject","QASE UI Suite","Fri Jul 18 10:34:38 GMT 2025","failed","Fri Jul 18 10:34:50 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","createProject"
"","12048","deleteProject","QASE UI Suite","Fri Jul 18 10:35:02 GMT 2025","failed","Fri Jul 18 10:35:14 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","deleteProject"
"","1882","resetPasswordWithInvalideEmail","QASE UI Suite","Fri Jul 18 10:35:51 GMT 2025","passed","Fri Jul 18 10:35:53 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"","1664","checkTransitionToCreateAccount","QASE UI Suite","Fri Jul 18 10:34:36 GMT 2025","passed","Fri Jul 18 10:34:38 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","1881","checkSignUpWithInvalideConfirmPassword","QASE UI Suite","Fri Jul 18 10:36:12 GMT 2025","passed","Fri Jul 18 10:36:14 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideConfirmPassword"
"","1534","checkEmptyLogin","QASE UI Suite","Fri Jul 18 10:34:33 GMT 2025","passed","Fri Jul 18 10:34:35 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1381","resetPasswordWithEmptyEmail","QASE UI Suite","Fri Jul 18 10:35:53 GMT 2025","passed","Fri Jul 18 10:35:54 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"","12106","checkSearchProject","QASE UI Suite","Fri Jul 18 10:34:50 GMT 2025","failed","Fri Jul 18 10:35:02 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","checkSearchProject"
"","12319","checkValideSignUp","QASE UI Suite","Fri Jul 18 10:35:56 GMT 2025","failed","Fri Jul 18 10:36:08 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkValideSignUp"
"","11807","resetPasswordWithValideEmail","QASE UI Suite","Fri Jul 18 10:35:39 GMT 2025","failed","Fri Jul 18 10:35:51 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"","1670","checkInvalideLoginWithEmail","QASE UI Suite","Fri Jul 18 10:34:30 GMT 2025","passed","Fri Jul 18 10:34:31 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1479","checkTransitionToResetPassword","QASE UI Suite","Fri Jul 18 10:34:35 GMT 2025","passed","Fri Jul 18 10:34:36 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
