"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1961","checkInvalideLoginWithPassword","QASE UI Suite","Fri Jul 18 10:31:01 GMT 2025","passed","Fri Jul 18 10:31:03 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithPassword"
"","1835","checkTransitionToCreateAccount","QASE UI Suite","Fri Jul 18 10:31:07 GMT 2025","passed","Fri Jul 18 10:31:09 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","1917","checkInvalideLoginWithEmail","QASE UI Suite","Fri Jul 18 10:30:59 GMT 2025","passed","Fri Jul 18 10:31:01 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","14848","checkValideLogin","QASE UI Suite","Fri Jul 18 10:30:39 GMT 2025","passed","Fri Jul 18 10:30:54 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","4863","checkSearchProject","QASE UI Suite","Fri Jul 18 10:31:16 GMT 2025","passed","Fri Jul 18 10:31:20 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","checkSearchProject"
"","1880","checkTransitionToResetPassword","QASE UI Suite","Fri Jul 18 10:31:05 GMT 2025","passed","Fri Jul 18 10:31:07 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","5106","deleteProject","QASE UI Suite","Fri Jul 18 10:31:20 GMT 2025","passed","Fri Jul 18 10:31:26 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","deleteProject"
"","4748","checkValideLoginWithRemember","QASE UI Suite","Fri Jul 18 10:30:54 GMT 2025","passed","Fri Jul 18 10:30:59 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","1714","goToLoginPage","QASE UI Suite","Fri Jul 18 10:31:57 GMT 2025","passed","Fri Jul 18 10:31:59 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","goToLoginPage"
"","2190","resetPasswordWithInvalideEmail","QASE UI Suite","Fri Jul 18 10:31:53 GMT 2025","passed","Fri Jul 18 10:31:56 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"","1888","checkEmptyLogin","QASE UI Suite","Fri Jul 18 10:31:03 GMT 2025","passed","Fri Jul 18 10:31:05 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","2072","checkSignUpWithInvalideEmail","QASE UI Suite","Fri Jul 18 10:32:12 GMT 2025","passed","Fri Jul 18 10:32:14 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideEmail"
"","12453","createProject","QASE UI Suite","Fri Jul 18 10:31:26 GMT 2025","failed","Fri Jul 18 10:31:38 GMT 2025","tests.ui.ProjectTest","All UI tests","tests.ui.ProjectTest","createProject"
"","6576","createProject","QASE UI Suite","Fri Jul 18 10:31:09 GMT 2025","passed","Fri Jul 18 10:31:15 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","createProject"
"","1702","resetPasswordWithEmptyEmail","QASE UI Suite","Fri Jul 18 10:31:56 GMT 2025","passed","Fri Jul 18 10:31:57 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"","12566","checkValideSignUp","QASE UI Suite","Fri Jul 18 10:31:59 GMT 2025","failed","Fri Jul 18 10:32:12 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkValideSignUp"
"","2038","checkSignUpWithInvalidePassword","QASE UI Suite","Fri Jul 18 10:32:14 GMT 2025","passed","Fri Jul 18 10:32:16 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidePassword"
"","2598","resetPasswordWithValideEmail","QASE UI Suite","Fri Jul 18 10:31:51 GMT 2025","passed","Fri Jul 18 10:31:53 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"","1974","checkSignUpWithInvalideConfirmPassword","QASE UI Suite","Fri Jul 18 10:32:16 GMT 2025","passed","Fri Jul 18 10:32:18 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideConfirmPassword"
"","12455","deleteProject","QASE UI Suite","Fri Jul 18 10:31:38 GMT 2025","failed","Fri Jul 18 10:31:51 GMT 2025","tests.ui.ProjectTest","All UI tests","tests.ui.ProjectTest","deleteProject"
