"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1463","checkEmptyLogin","QASE UI Suite1","Mon Jul 21 06:44:41 GMT 2025","passed","Mon Jul 21 06:44:43 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","2387","resetPasswordWithValideEmail","QASE UI Suite1","Mon Jul 21 06:43:01 GMT 2025","passed","Mon Jul 21 06:43:04 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"","1271","checkEmptyLogin","QASE UI Suite1","Mon Jul 21 06:44:46 GMT 2025","passed","Mon Jul 21 06:44:47 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1410","checkInvalideLoginWithEmail","QASE UI Suite1","Mon Jul 21 06:44:37 GMT 2025","passed","Mon Jul 21 06:44:38 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1415","checkEmptyLogin","QASE UI Suite1","Mon Jul 21 06:44:44 GMT 2025","passed","Mon Jul 21 06:44:46 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1418","resetPasswordWithEmptyEmail","QASE UI Suite1","Mon Jul 21 06:43:06 GMT 2025","passed","Mon Jul 21 06:43:07 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"","1486","checkEmptyLogin","QASE UI Suite1","Mon Jul 21 06:44:40 GMT 2025","passed","Mon Jul 21 06:44:41 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","16917","checkValideLoginWithRemember","QASE UI Suite1","Mon Jul 21 06:44:17 GMT 2025","failed","Mon Jul 21 06:44:34 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","1507","checkTransitionToResetPassword","QASE UI Suite1","Mon Jul 21 06:44:47 GMT 2025","passed","Mon Jul 21 06:44:49 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","1398","checkEmptyLogin","QASE UI Suite1","Mon Jul 21 06:44:43 GMT 2025","passed","Mon Jul 21 06:44:44 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","16845","checkSearchProject","QASE UI Suite1","Mon Jul 21 06:43:26 GMT 2025","failed","Mon Jul 21 06:43:43 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","checkSearchProject"
"","1459","checkTransitionToCreateAccount","QASE UI Suite1","Mon Jul 21 06:44:49 GMT 2025","passed","Mon Jul 21 06:44:50 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","1453","checkInvalideLoginWithEmail","QASE UI Suite1","Mon Jul 21 06:44:34 GMT 2025","passed","Mon Jul 21 06:44:35 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
