"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1201","resetPasswordWithEmptyEmail","QASE UI Suite1","Fri Aug 15 19:24:15 UTC 2025","passed","Fri Aug 15 19:24:16 UTC 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"","1630","resetPasswordWithInvalideEmail","QASE UI Suite1","Fri Aug 15 19:24:13 UTC 2025","passed","Fri Aug 15 19:24:15 UTC 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"Проверка успешного создания аккаунта через Email","1926","checkSignUpWithInvalidConfirmPassword","QASE UI Suite1","Fri Aug 15 19:24:09 UTC 2025","passed","Fri Aug 15 19:24:11 UTC 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidConfirmPassword"
"","2124","resetPasswordWithValideEmail","QASE UI Suite1","Fri Aug 15 19:24:11 UTC 2025","passed","Fri Aug 15 19:24:13 UTC 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"Проверка успешного создания аккаунта через Email","1759","checkSignUpWithInvalidPassword","QASE UI Suite1","Fri Aug 15 19:24:07 UTC 2025","passed","Fri Aug 15 19:24:09 UTC 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidPassword"
"","1118","goToLoginPage","QASE UI Suite1","Fri Aug 15 19:24:16 UTC 2025","passed","Fri Aug 15 19:24:17 UTC 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","goToLoginPage"
"Проверка успешного создания аккаунта через Email","22954","checkSignUpWithInvalidEmail","QASE UI Suite1","Fri Aug 15 19:23:44 UTC 2025","passed","Fri Aug 15 19:24:07 UTC 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidEmail"
