"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1428","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 20:20:28 GMT 2025","passed","Sun Jul 20 20:20:29 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1359","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:20:34 GMT 2025","passed","Sun Jul 20 20:20:35 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1420","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 20:20:30 GMT 2025","passed","Sun Jul 20 20:20:31 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","1285","checkTransitionToResetPassword","QASE UI Suite1","Sun Jul 20 20:20:41 GMT 2025","passed","Sun Jul 20 20:20:42 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","1307","resetPasswordWithEmptyEmail","QASE UI Suite1","Sun Jul 20 20:19:01 GMT 2025","passed","Sun Jul 20 20:19:02 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithEmptyEmail"
"","17001","createProject","QASE UI Suite1","Sun Jul 20 20:19:03 GMT 2025","failed","Sun Jul 20 20:19:20 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","createProject"
"","1861","checkSignUpWithInvalideConfirmPassword","QASE UI Suite1","Sun Jul 20 20:18:54 GMT 2025","passed","Sun Jul 20 20:18:56 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideConfirmPassword"
"","1352","checkTransitionToCreateAccount","QASE UI Suite1","Sun Jul 20 20:20:43 GMT 2025","passed","Sun Jul 20 20:20:44 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","1290","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:20:40 GMT 2025","passed","Sun Jul 20 20:20:41 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1403","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 20:20:31 GMT 2025","passed","Sun Jul 20 20:20:32 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","16831","checkSearchProject","QASE UI Suite1","Sun Jul 20 20:19:20 GMT 2025","failed","Sun Jul 20 20:19:37 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","checkSearchProject"
"Проверка успешного открытия тест-кейса","23949","checkOpenFormCreateCase","QASE UI Suite1","Sun Jul 20 20:18:09 GMT 2025","failed","Sun Jul 20 20:18:33 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","checkOpenFormCreateCase"
"","1427","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:20:35 GMT 2025","passed","Sun Jul 20 20:20:37 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1339","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:20:38 GMT 2025","passed","Sun Jul 20 20:20:40 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1756","resetPasswordWithInvalideEmail","QASE UI Suite1","Sun Jul 20 20:18:59 GMT 2025","passed","Sun Jul 20 20:19:01 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithInvalideEmail"
"","16766","checkValideLogin","QASE UI Suite1","Sun Jul 20 20:19:54 GMT 2025","failed","Sun Jul 20 20:20:11 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","1697","checkSignUpWithInvalidePassword","QASE UI Suite1","Sun Jul 20 20:18:52 GMT 2025","passed","Sun Jul 20 20:18:54 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalidePassword"
"","1728","checkSignUpWithInvalideEmail","QASE UI Suite1","Sun Jul 20 20:18:50 GMT 2025","passed","Sun Jul 20 20:18:52 GMT 2025","tests.ui.SignUpTest","All UI tests","tests.ui.SignUpTest","checkSignUpWithInvalideEmail"
"Проверка успешного открытия тест-кейса","16716","cancelCreateTestCase","QASE UI Suite1","Sun Jul 20 20:18:33 GMT 2025","failed","Sun Jul 20 20:18:50 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"","3006","resetPasswordWithValideEmail","QASE UI Suite1","Sun Jul 20 20:18:56 GMT 2025","passed","Sun Jul 20 20:18:59 GMT 2025","tests.ui.ResetPasswordTest","All UI tests","tests.ui.ResetPasswordTest","resetPasswordWithValideEmail"
"","1386","checkInvalideLoginWithEmail","QASE UI Suite1","Sun Jul 20 20:20:32 GMT 2025","passed","Sun Jul 20 20:20:34 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
"","16816","deleteProject","QASE UI Suite1","Sun Jul 20 20:19:37 GMT 2025","failed","Sun Jul 20 20:19:54 GMT 2025","tests.ui.ProjectsTest","All UI tests","tests.ui.ProjectsTest","deleteProject"
"","1427","checkEmptyLogin","QASE UI Suite1","Sun Jul 20 20:20:37 GMT 2025","passed","Sun Jul 20 20:20:38 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
