"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1769","checkInvalideLoginWithPassword","QASE UI Suite","Fri Jul 18 17:22:53 GMT 2025","passed","Fri Jul 18 17:22:55 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithPassword"
"","17118","checkOpenFormCreateCase","QASE UI Suite","Fri Jul 18 17:23:00 GMT 2025","failed","Fri Jul 18 17:23:17 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","checkOpenFormCreateCase"
"","17108","cancelCreateTestCase","QASE UI Suite","Fri Jul 18 17:23:35 GMT 2025","failed","Fri Jul 18 17:23:52 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","cancelCreateTestCase"
"","1739","checkTransitionToResetPassword","QASE UI Suite","Fri Jul 18 17:22:57 GMT 2025","passed","Fri Jul 18 17:22:58 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToResetPassword"
"","17150","createTestCase","QASE UI Suite","Fri Jul 18 17:23:17 GMT 2025","failed","Fri Jul 18 17:23:35 GMT 2025","tests.ui.CreateCaseTest","All UI tests","tests.ui.CreateCaseTest","createTestCase"
"","17320","checkValideLoginWithRemember","QASE UI Suite","Fri Jul 18 17:22:34 GMT 2025","failed","Fri Jul 18 17:22:51 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLoginWithRemember"
"","26204","checkValideLogin","QASE UI Suite","Fri Jul 18 17:22:08 GMT 2025","failed","Fri Jul 18 17:22:34 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkValideLogin"
"","1765","checkTransitionToCreateAccount","QASE UI Suite","Fri Jul 18 17:22:58 GMT 2025","passed","Fri Jul 18 17:23:00 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkTransitionToCreateAccount"
"","1603","checkEmptyLogin","QASE UI Suite","Fri Jul 18 17:22:55 GMT 2025","passed","Fri Jul 18 17:22:57 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkEmptyLogin"
"","1592","checkInvalideLoginWithEmail","QASE UI Suite","Fri Jul 18 17:22:51 GMT 2025","passed","Fri Jul 18 17:22:53 GMT 2025","tests.ui.LoginTest","All UI tests","tests.ui.LoginTest","checkInvalideLoginWithEmail"
